OrderID,OrderDate,Region,Category,CustomerSegment,Sales,Discount,Quantity,Profit
100133,2025-10-10,South,Furniture,Corporate,961.51,0.0,1,240.56
100134,2025-07-26,Central,Furniture,Home Office,1869.79,0.0,1,449.24
100135,2025-01-15,East,Office Supplies,Consumer,2408.66,0.2,3,-83.92
100136,2025-12-12,East,Furniture,Consumer,951.85,0.2,5,124.65
100137,2025-02-11,South,Office Supplies,Corporate,769.54,0.0,6,237.78
100138,2025-06-28,Central,Furniture,Corporate,2054.07,0.15,9,308.26
100139,2025-03-04,Central,Technology,Corporate,1368.24,0.3,9,206.73
100140,2025-12-18,Central,Furniture,Consumer,1116.78,0.2,10,-89.22
100141,2025-08-19,East,Technology,Corporate,1154.7,0.3,11,137.59
100142,2025-08-29,West,Office Supplies,Corporate,1100.09,0.3,1,-81.67
100143,2025-02-21,East,Office Supplies,Consumer,2183.18,0.0,2,-51.12
100144,2025-04-06,East,Furniture,Corporate,1789.62,0.05,11,246.26
100145,2025-08-10,South,Office Supplies,Corporate,796.81,0.0,8,181.45
100146,2025-08-19,West,Furniture,Home Office,2581.46,0.0,5,393.15
100147,2025-08-25,Central,Office Supplies,Corporate,734.8,0.05,3,204.29
100148,2025-05-23,South,Technology,Home Office,1033.03,0.3,9,110.94
100149,2025-06-20,East,Office Supplies,Corporate,1534.8,0.2,2,-112.29
100150,2025-01-29,West,Technology,Corporate,1627.26,0.3,7,318.57
100151,2025-02-05,Central,Furniture,Home Office,815.05,0.05,10,-8.23
100152,2025-01-13,Central,Furniture,Corporate,1122.11,0.2,8,183.9
100153,2025-06-09,East,Furniture,Home Office,874.98,0.15,2,-39.41
100154,2025-11-23,Central,Technology,Corporate,2803.38,0.2,1,708.72
100155,2025-07-06,Central,Furniture,Home Office,794.55,0.1,3,31.45
100156,2025-08-31,West,Furniture,Home Office,1686.93,0.2,8,112.73
100157,2025-03-27,South,Technology,Corporate,423.49,0.1,4,37.86
100158,2025-10-11,West,Office Supplies,Corporate,1109.98,0.2,5,-87.65
100159,2025-03-07,South,Furniture,Home Office,1078.54,0.05,9,125.24
100160,2025-06-19,South,Office Supplies,Consumer,1287.81,0.2,4,-79.01
100161,2025-02-14,South,Office Supplies,Corporate,846.36,0.0,9,208.82
100162,2025-03-03,Central,Furniture,Corporate,707.86,0.2,6,168.41
100163,2025-05-14,West,Furniture,Consumer,546.99,0.05,7,127.07
100164,2025-10-11,Central,Technology,Consumer,994.69,0.05,8,92.33
100165,2025-01-28,East,Technology,Home Office,424.82,0.2,10,-49.19
100166,2025-04-18,West,Furniture,Corporate,583.19,0.2,10,-60.13
100167,2025-02-13,South,Office Supplies,Home Office,543.21,0.2,1,36.12
100168,2025-12-06,Central,Technology,Corporate,945.31,0.3,9,95.86
100169,2025-10-13,Central,Technology,Consumer,1865.16,0.3,2,285.78
100170,2025-11-27,West,Furniture,Home Office,966.73,0.15,3,117.77
100171,2025-05-08,West,Furniture,Corporate,471.13,0.1,1,131.28
100172,2025-12-14,South,Furniture,Corporate,1443.67,0.2,10,95.33
100173,2025-08-19,South,Furniture,Consumer,1535.73,0.2,11,161.78
100174,2025-07-09,East,Technology,Consumer,3573.66,0.1,3,6.45
100175,2025-08-13,South,Technology,Corporate,1043.3,0.0,2,78.95
100176,2025-10-10,Central,Technology,Consumer,1637.92,0.15,7,250.21
100177,2025-05-01,East,Office Supplies,Consumer,2475.49,0.15,7,303.51
100178,2025-04-26,East,Technology,Home Office,1073.24,0.0,6,93.13
100179,2025-08-21,East,Technology,Corporate,324.89,0.1,10,-13.61
100180,2025-09-16,West,Furniture,Home Office,1458.93,0.1,11,63.37
100181,2025-12-25,South,Technology,Consumer,980.04,0.05,4,-49.32
100182,2025-07-17,East,Technology,Corporate,1659.76,0.1,3,218.34
100183,2025-05-17,West,Technology,Consumer,853.23,0.3,7,-26.01
100184,2025-11-14,West,Furniture,Consumer,1619.89,0.15,11,65.68
100185,2025-06-14,East,Technology,Corporate,619.86,0.3,3,38.92
100186,2025-08-13,East,Technology,Consumer,512.85,0.05,9,76.11
100187,2025-11-03,Central,Office Supplies,Home Office,1537.59,0.2,10,155.33
100188,2025-08-22,East,Office Supplies,Corporate,746.36,0.2,8,48.68
100189,2025-06-21,Central,Office Supplies,Consumer,1555.74,0.2,7,99.47
100190,2025-06-01,East,Office Supplies,Consumer,946.07,0.05,2,224.39
100191,2025-11-11,East,Furniture,Consumer,2692.33,0.15,10,196.53
100192,2025-06-09,South,Office Supplies,Corporate,1846.0,0.1,3,212.29
100193,2025-04-06,East,Technology,Home Office,553.97,0.05,8,165.63
100194,2025-08-21,East,Office Supplies,Consumer,1635.6,0.15,11,-53.99
100195,2025-06-29,Central,Furniture,Consumer,1111.01,0.1,3,206.03
100196,2025-04-23,Central,Office Supplies,Consumer,1007.87,0.0,8,126.06
100197,2025-11-14,South,Office Supplies,Corporate,1105.66,0.15,4,229.2
100198,2025-02-21,East,Furniture,Consumer,800.14,0.3,5,-0.41
100199,2025-09-25,East,Furniture,Consumer,808.57,0.3,9,-30.64
100200,2025-10-22,Central,Furniture,Consumer,838.52,0.0,11,22.54
100201,2025-04-23,West,Furniture,Corporate,528.07,0.2,10,108.81
100202,2025-04-11,West,Furniture,Home Office,1414.55,0.2,2,210.93
100203,2025-04-23,West,Furniture,Corporate,1119.84,0.15,3,-80.12
100204,2025-03-22,Central,Technology,Home Office,1477.44,0.3,1,168.42
100205,2025-07-06,Central,Office Supplies,Home Office,1322.56,0.0,8,-48.99
100206,2025-04-23,West,Office Supplies,Corporate,1413.02,0.05,11,0.76
100207,2025-01-02,West,Furniture,Consumer,900.24,0.1,9,122.43
100208,2025-05-10,East,Furniture,Home Office,1387.24,0.2,10,76.07
100209,2025-08-08,Central,Technology,Consumer,1394.59,0.2,9,270.99
100210,2025-02-23,Central,Technology,Home Office,299.2,0.2,3,32.39
100211,2025-12-09,West,Furniture,Consumer,972.36,0.2,5,233.73
100212,2025-08-12,West,Technology,Consumer,1887.51,0.3,9,314.12
100213,2025-08-13,South,Technology,Corporate,907.34,0.15,5,23.48
100214,2025-05-06,Central,Furniture,Consumer,2891.24,0.3,1,458.65
100215,2025-05-10,South,Furniture,Home Office,2340.68,0.15,1,519.34
100216,2025-02-22,East,Furniture,Consumer,1364.7,0.0,4,421.42
100217,2025-06-21,South,Furniture,Consumer,870.22,0.05,7,-53.97
100218,2025-08-06,West,Office Supplies,Consumer,1048.39,0.0,7,286.9
100219,2025-06-09,Central,Office Supplies,Home Office,2408.29,0.3,7,-298.96
100220,2025-07-17,Central,Furniture,Home Office,2051.3,0.3,6,93.13
100221,2025-09-04,South,Technology,Home Office,317.62,0.05,1,27.56
100222,2025-11-20,South,Furniture,Consumer,1781.55,0.15,11,428.21
100223,2025-07-22,East,Office Supplies,Corporate,808.28,0.2,3,26.87
100224,2025-07-03,East,Technology,Home Office,851.03,0.0,5,145.13
100225,2025-05-03,West,Office Supplies,Consumer,1061.68,0.05,4,201.01
100226,2025-09-12,West,Furniture,Home Office,930.31,0.1,11,-70.98
100227,2025-10-21,West,Office Supplies,Corporate,798.04,0.05,4,121.28
100228,2025-10-07,South,Office Supplies,Consumer,789.46,0.0,9,111.83
100229,2025-11-21,South,Office Supplies,Home Office,383.06,0.15,7,45.88
100230,2025-04-08,Central,Technology,Home Office,841.89,0.2,9,-74.63
100231,2025-07-17,West,Office Supplies,Corporate,1632.09,0.1,7,-102.46
100232,2025-08-28,South,Technology,Home Office,1414.69,0.0,10,22.2
100233,2025-05-24,Central,Furniture,Consumer,823.75,0.15,3,182.64
100234,2025-04-07,West,Furniture,Consumer,391.03,0.05,11,25.51
100235,2025-07-20,East,Office Supplies,Corporate,1309.73,0.15,10,79.36
100236,2025-05-04,East,Technology,Corporate,591.96,0.15,4,26.26
100237,2025-07-06,South,Furniture,Corporate,1102.61,0.2,9,162.8
100238,2025-11-22,Central,Technology,Consumer,567.12,0.0,1,26.09
100239,2025-12-15,East,Technology,Corporate,491.07,0.3,3,-61.23
100240,2025-09-16,Central,Office Supplies,Home Office,810.16,0.15,11,32.35
100241,2025-05-28,Central,Office Supplies,Home Office,1033.82,0.05,4,209.49
100242,2025-09-09,East,Technology,Consumer,1004.98,0.05,4,273.23
100243,2025-12-12,Central,Technology,Home Office,1329.11,0.2,7,-130.07
100244,2025-05-27,East,Office Supplies,Corporate,958.23,0.15,11,191.53
100245,2025-05-28,South,Technology,Home Office,1776.91,0.05,4,-74.95
100246,2025-12-18,West,Office Supplies,Corporate,578.84,0.3,10,-16.01
100247,2025-07-18,West,Technology,Home Office,1041.85,0.05,8,-60.86
100248,2025-11-04,South,Office Supplies,Consumer,2483.49,0.2,1,547.87
100249,2025-05-08,East,Technology,Corporate,2439.99,0.15,3,394.09
100250,2025-02-08,East,Office Supplies,Home Office,980.21,0.2,10,19.52
100251,2025-12-04,East,Technology,Consumer,1621.0,0.15,10,64.29
100252,2025-12-26,East,Furniture,Home Office,1163.21,0.05,6,197.83
100253,2025-05-09,South,Furniture,Consumer,804.44,0.3,3,-93.98
100254,2025-09-24,West,Technology,Home Office,574.19,0.0,8,2.11
100255,2025-05-31,Central,Furniture,Corporate,2169.07,0.05,7,535.34
100256,2025-10-25,Central,Technology,Corporate,1120.13,0.0,5,27.84
100257,2025-04-09,West,Technology,Corporate,953.21,0.15,2,160.97
100258,2025-09-20,South,Furniture,Corporate,354.05,0.15,11,-5.83
100259,2025-09-09,Central,Technology,Corporate,2018.61,0.1,5,-102.38
100260,2025-05-24,West,Office Supplies,Home Office,1230.57,0.15,9,286.74
100261,2025-12-12,South,Technology,Home Office,1744.38,0.15,11,407.52
100262,2025-04-22,Central,Technology,Home Office,859.15,0.1,5,120.82
100263,2025-03-01,East,Furniture,Home Office,1153.78,0.0,3,139.55
100264,2025-01-02,East,Office Supplies,Corporate,1294.21,0.15,7,135.27
100265,2025-10-31,South,Technology,Consumer,1805.05,0.2,3,61.99
100266,2025-09-11,East,Technology,Corporate,912.15,0.15,8,164.33
100267,2025-05-20,South,Technology,Home Office,964.8,0.15,5,172.88
100268,2025-02-06,West,Technology,Corporate,791.78,0.05,5,187.14
100269,2025-06-09,West,Technology,Corporate,3428.21,0.15,6,320.48
100270,2025-01-09,Central,Technology,Corporate,1509.19,0.15,11,296.55
100271,2025-08-21,South,Office Supplies,Consumer,1053.24,0.2,10,-62.19
100272,2025-04-09,Central,Office Supplies,Corporate,806.89,0.1,6,-58.24
100273,2025-05-27,Central,Technology,Corporate,2098.76,0.1,3,328.34
100274,2025-10-31,West,Technology,Consumer,941.47,0.1,11,-41.71
100275,2025-07-27,Central,Furniture,Corporate,1183.21,0.05,7,162.2
100276,2025-05-11,East,Office Supplies,Corporate,608.43,0.15,9,101.5
100277,2025-06-01,Central,Office Supplies,Corporate,1567.16,0.0,1,157.69
100278,2025-02-23,South,Technology,Corporate,1414.95,0.0,4,-47.78
100279,2025-04-30,East,Office Supplies,Corporate,879.82,0.2,4,186.15
100280,2025-06-10,West,Office Supplies,Home Office,1108.75,0.05,1,-56.18
100281,2025-04-26,South,Furniture,Corporate,1673.23,0.3,6,309.14
100282,2025-03-16,East,Furniture,Consumer,577.79,0.05,2,-27.27
100283,2025-04-23,South,Office Supplies,Corporate,634.5,0.15,11,109.14
100284,2025-04-14,East,Office Supplies,Home Office,918.46,0.3,11,176.52
100285,2025-12-06,South,Office Supplies,Consumer,1370.66,0.0,6,391.44
100286,2025-09-11,South,Technology,Consumer,1913.76,0.05,1,505.01
100287,2025-08-15,East,Furniture,Corporate,888.9,0.2,10,186.73
100288,2025-04-22,West,Technology,Home Office,858.65,0.0,5,119.22
100289,2025-04-09,West,Furniture,Corporate,946.19,0.05,6,132.16
100290,2025-06-02,South,Furniture,Home Office,1420.64,0.15,10,183.68
100291,2025-12-15,South,Furniture,Home Office,542.88,0.15,2,125.68
100292,2025-12-04,West,Office Supplies,Corporate,832.08,0.3,1,133.23
100293,2025-07-13,West,Furniture,Home Office,628.14,0.15,7,119.16
100294,2025-11-06,Central,Technology,Corporate,858.7,0.15,1,128.82
100295,2025-06-12,West,Furniture,Home Office,2489.53,0.0,7,445.13
100296,2025-07-27,South,Technology,Consumer,1134.42,0.0,1,330.47
100297,2025-06-18,East,Furniture,Corporate,753.64,0.05,9,3.48
100298,2025-06-10,West,Furniture,Home Office,1505.87,0.2,5,-68.3
100299,2025-03-09,Central,Office Supplies,Consumer,342.42,0.1,6,95.94
100300,2025-10-16,Central,Technology,Consumer,357.74,0.1,7,43.41
100301,2025-10-04,Central,Furniture,Consumer,470.37,0.15,1,37.09
100302,2025-10-31,East,Furniture,Consumer,682.11,0.05,8,169.2
100303,2025-05-15,West,Technology,Corporate,1182.37,0.1,6,273.22
100304,2025-07-14,West,Furniture,Home Office,361.71,0.1,2,-6.51
100305,2025-05-08,West,Office Supplies,Consumer,649.02,0.1,1,-12.4
100306,2025-02-02,East,Technology,Home Office,791.45,0.1,1,166.93
100307,2025-06-25,East,Office Supplies,Home Office,1340.34,0.3,4,188.56
100308,2025-01-22,South,Technology,Home Office,954.23,0.1,3,-0.01
100309,2025-08-26,Central,Technology,Corporate,539.86,0.3,11,87.11
100310,2025-06-07,Central,Technology,Corporate,703.69,0.3,6,19.44
100311,2025-02-07,West,Furniture,Consumer,908.87,0.05,10,97.46
100312,2025-08-18,East,Technology,Home Office,1262.81,0.1,8,355.32
100313,2025-12-31,East,Technology,Corporate,658.27,0.1,1,71.6
100314,2025-02-20,West,Technology,Corporate,1530.75,0.3,7,-151.99
100315,2025-09-21,West,Office Supplies,Corporate,353.93,0.05,8,13.09
100316,2025-10-10,South,Technology,Consumer,810.43,0.0,5,59.54
100317,2025-01-27,Central,Furniture,Corporate,1341.55,0.0,8,408.68
100318,2025-08-14,Central,Technology,Home Office,1746.68,0.0,11,83.31
100319,2025-10-04,Central,Technology,Corporate,1190.15,0.1,1,90.35
100320,2025-10-13,South,Office Supplies,Corporate,1164.42,0.05,2,245.34
100321,2025-04-07,West,Furniture,Consumer,1132.68,0.0,4,58.24
100322,2025-10-11,West,Furniture,Home Office,768.07,0.15,1,122.59
100323,2025-11-13,Central,Furniture,Corporate,890.75,0.15,5,-20.68
100324,2025-10-31,Central,Technology,Home Office,1190.8,0.05,10,27.47
100325,2025-05-27,South,Technology,Home Office,1612.25,0.1,3,454.02
100326,2025-01-04,East,Furniture,Corporate,935.22,0.3,2,-12.62
100327,2025-02-04,East,Furniture,Consumer,1136.14,0.0,7,249.93
100328,2025-07-11,Central,Office Supplies,Home Office,865.29,0.1,2,196.84
100329,2025-02-18,South,Furniture,Corporate,1000.14,0.3,9,-21.67
100330,2025-01-17,Central,Technology,Home Office,441.98,0.0,6,36.31
100331,2025-06-21,East,Technology,Home Office,1146.14,0.2,8,194.13
100332,2025-08-08,Central,Technology,Home Office,1858.64,0.2,3,200.59
100333,2025-06-07,East,Office Supplies,Corporate,1705.48,0.1,5,86.15
100334,2025-02-15,East,Furniture,Home Office,706.09,0.15,3,125.22
100335,2025-01-06,East,Technology,Home Office,658.84,0.1,9,155.64
100336,2025-04-09,West,Office Supplies,Consumer,1048.78,0.0,1,38.77
100337,2025-08-21,West,Office Supplies,Corporate,198.6,0.1,8,-14.76
100338,2025-02-06,Central,Technology,Corporate,466.77,0.1,6,8.45
100339,2025-10-07,East,Office Supplies,Home Office,1569.4,0.0,7,313.19
100340,2025-12-15,West,Office Supplies,Consumer,737.33,0.15,2,175.96
100341,2025-10-29,Central,Technology,Home Office,1566.36,0.2,7,317.45
100342,2025-06-30,Central,Office Supplies,Home Office,714.74,0.3,1,-48.46
100343,2025-04-05,Central,Technology,Corporate,1011.91,0.0,7,279.26
100344,2025-04-09,Central,Technology,Consumer,2070.56,0.1,11,448.56
100345,2025-07-07,Central,Office Supplies,Home Office,1329.96,0.05,8,272.72
100346,2025-04-26,South,Technology,Corporate,1125.37,0.1,2,192.79
100347,2025-07-10,East,Technology,Home Office,1259.99,0.3,10,187.27
100348,2025-09-10,Central,Furniture,Home Office,571.84,0.1,2,134.67
100349,2025-06-10,South,Technology,Consumer,1950.31,0.05,3,461.06
100350,2025-09-13,East,Furniture,Consumer,1636.71,0.3,10,-171.72
100351,2025-11-19,West,Furniture,Consumer,1020.72,0.1,4,187.67
100352,2025-05-08,Central,Furniture,Home Office,1158.05,0.05,8,283.28
100353,2025-01-18,South,Furniture,Consumer,1228.42,0.1,3,-17.96
100354,2025-10-08,West,Office Supplies,Corporate,1821.75,0.15,6,-38.07
100355,2025-08-11,South,Office Supplies,Home Office,1774.43,0.3,10,249.86
100356,2025-02-23,East,Technology,Consumer,383.77,0.2,11,4.06
100357,2025-02-27,East,Technology,Home Office,775.78,0.15,8,37.15
100358,2025-11-19,West,Technology,Home Office,1268.7,0.0,10,113.61
100359,2025-12-26,South,Office Supplies,Corporate,1582.11,0.0,2,45.48
100360,2025-06-23,Central,Furniture,Corporate,739.31,0.1,4,195.19
100361,2025-10-07,Central,Office Supplies,Corporate,1388.29,0.0,1,344.53
100362,2025-04-24,West,Office Supplies,Home Office,1203.16,0.0,11,51.37
100363,2025-10-15,West,Technology,Home Office,1328.69,0.1,8,-58.57
100364,2025-12-08,West,Technology,Corporate,750.32,0.1,1,40.92
100365,2025-05-31,South,Technology,Home Office,996.0,0.2,9,36.85
100366,2025-05-07,Central,Furniture,Corporate,1363.4,0.05,6,-87.32
100367,2025-06-04,Central,Furniture,Corporate,1330.39,0.1,3,325.83
100368,2025-09-30,Central,Office Supplies,Consumer,1270.96,0.2,8,252.04
100369,2025-04-14,West,Furniture,Corporate,535.82,0.15,2,114.97
100370,2025-10-26,Central,Technology,Consumer,921.58,0.0,11,228.69
100371,2025-09-03,East,Furniture,Corporate,697.51,0.05,3,142.7
100372,2025-06-25,West,Furniture,Home Office,1345.07,0.3,7,114.03
