OrderID,OrderDate,Region,Category,CustomerSegment,Sales,Discount,Quantity,Profit
S100080,2025-12-10,West,Office Supplies,Home Office,3589.42,0.15,4,321.17
S100081,2025-06-09,West,Technology,Corporate,3183.14,0.2,5,298.86
S100082,2025-02-28,West,Technology,Consumer,3407.21,0.3,7,-243.78
S100083,2025-10-31,West,Furniture,Home Office,1170.23,0.15,7,0.42
S100084,2025-08-18,West,Furniture,Consumer,4924.75,0.05,10,189.37
S100085,2025-09-13,East,Furniture,Consumer,2800.71,0.0,11,6.92
S100086,2025-02-05,Central,Furniture,Consumer,4848.35,0.0,9,1489.98
S100087,2025-04-25,East,Furniture,Corporate,837.57,0.05,2,158.68
S100088,2025-10-08,East,Technology,Consumer,2037.4,0.2,5,-154.14
S100089,2025-10-31,West,Technology,Corporate,1691.71,0.0,6,138.97
S100090,2025-06-08,West,Office Supplies,Consumer,3780.27,0.0,7,52.41
S100091,2025-10-21,South,Furniture,Home Office,3742.91,0.3,11,-236.84
S100092,2025-11-04,Central,Office Supplies,Corporate,2442.99,0.1,5,645.62
S100093,2025-05-22,West,Furniture,Consumer,100.42,0.0,4,0.06
S100094,2025-11-24,South,Technology,Home Office,892.52,0.3,10,156.66
S100095,2025-04-16,South,Furniture,Corporate,270.32,0.3,9,43.65
S100096,2025-03-29,South,Office Supplies,Consumer,4238.13,0.15,6,742.34
S100097,2025-09-07,West,Office Supplies,Corporate,1463.06,0.0,11,195.74
S100098,2025-08-21,Central,Technology,Home Office,607.25,0.15,4,-2.67
S100099,2025-02-21,South,Office Supplies,Home Office,1783.78,0.3,3,280.88
S100100,2025-10-31,South,Furniture,Corporate,404.9,0.3,1,64.22
S100101,2025-03-14,West,Technology,Home Office,4894.71,0.15,1,461.9
S100102,2025-10-21,South,Furniture,Consumer,1588.74,0.3,10,-210.32
S100103,2025-01-03,East,Technology,Home Office,4666.67,0.2,1,-211.26
S100104,2025-10-18,East,Technology,Home Office,3419.99,0.0,9,-100.03
S100105,2025-10-15,Central,Office Supplies,Corporate,2839.21,0.15,1,-95.0
S100106,2025-10-12,South,Office Supplies,Corporate,2387.98,0.15,3,210.42
S100107,2025-08-31,West,Furniture,Corporate,3443.15,0.2,4,686.49
S100108,2025-06-22,Central,Office Supplies,Consumer,3437.65,0.15,3,487.11
S100109,2025-09-15,South,Office Supplies,Home Office,72.39,0.2,2,7.65
S100110,2025-04-12,Central,Furniture,Home Office,4540.76,0.15,11,802.55
S100111,2025-10-12,East,Technology,Home Office,1852.46,0.05,5,315.1
S100112,2025-07-22,West,Furniture,Consumer,1779.3,0.1,5,143.65
S100113,2025-06-17,Central,Technology,Home Office,2044.82,0.3,9,310.17
S100114,2025-07-04,Central,Office Supplies,Corporate,3432.71,0.3,11,-120.94
S100115,2025-07-27,Central,Furniture,Home Office,1892.57,0.15,4,460.66
S100116,2025-01-14,South,Office Supplies,Home Office,1881.68,0.05,5,-44.55
S100117,2025-02-21,Central,Office Supplies,Home Office,336.06,0.05,6,56.89
S100118,2025-03-31,Central,Furniture,Home Office,2094.88,0.05,3,248.29
S100119,2025-02-11,West,Office Supplies,Consumer,764.4,0.05,2,69.46
S100120,2025-06-10,Central,Office Supplies,Consumer,4280.83,0.3,11,38.51
S100121,2025-09-01,West,Office Supplies,Consumer,1685.87,0.15,8,-142.26
S100122,2025-08-27,Central,Technology,Corporate,4805.12,0.1,8,935.69
S100123,2025-06-21,West,Furniture,Home Office,3428.95,0.3,4,-67.32
S100124,2025-11-09,South,Office Supplies,Home Office,3785.63,0.1,8,352.15
S100125,2025-07-26,East,Office Supplies,Corporate,4739.8,0.2,2,933.47
S100126,2025-01-29,East,Furniture,Home Office,1209.9,0.15,2,137.36
S100127,2025-10-07,West,Technology,Consumer,2845.11,0.05,11,706.63
S100128,2025-07-29,West,Technology,Corporate,222.81,0.3,3,-22.12
S100129,2025-08-20,South,Furniture,Corporate,521.78,0.2,9,-6.47
S100130,2025-07-26,East,Furniture,Consumer,1845.6,0.3,4,-121.19
S100131,2025-07-22,Central,Office Supplies,Corporate,3418.86,0.0,8,950.25
S100132,2025-02-03,South,Technology,Home Office,4161.83,0.05,7,926.05
S100133,2025-07-24,Central,Furniture,Home Office,1296.89,0.05,8,313.78
S100134,2025-10-18,West,Technology,Home Office,3750.4,0.2,11,351.59
S100135,2025-04-21,East,Office Supplies,Home Office,1136.97,0.3,5,-77.68
S100136,2025-08-09,East,Technology,Corporate,50.16,0.0,10,4.49
S100137,2025-01-12,East,Technology,Consumer,290.98,0.0,4,44.7
S100138,2025-05-07,West,Technology,Home Office,2936.08,0.2,11,-321.93
S100139,2025-06-09,Central,Technology,Corporate,2495.79,0.1,6,382.69
S100140,2025-12-25,East,Furniture,Corporate,1366.72,0.2,10,272.85
S100141,2025-03-20,East,Furniture,Consumer,52.61,0.0,10,3.71
S100142,2025-04-11,East,Furniture,Home Office,2848.69,0.15,7,431.64
S100143,2025-05-30,East,Office Supplies,Home Office,4091.68,0.0,11,527.49
S100144,2025-12-29,West,Furniture,Home Office,361.35,0.3,8,-53.67
S100145,2025-11-08,East,Technology,Consumer,3687.64,0.0,7,203.1
S100146,2025-01-13,South,Furniture,Home Office,3180.02,0.05,3,409.08
S100147,2025-03-27,Central,Office Supplies,Corporate,2407.19,0.0,5,525.29
S100148,2025-10-27,Central,Furniture,Consumer,260.74,0.05,1,21.4
S100149,2025-01-22,South,Technology,Corporate,4619.39,0.1,8,-66.62
S100150,2025-11-09,Central,Office Supplies,Corporate,2397.66,0.15,7,-185.61
S100151,2025-04-13,West,Office Supplies,Corporate,2010.04,0.3,8,230.02
S100152,2025-12-01,East,Technology,Consumer,4310.15,0.3,7,-64.37
S100153,2025-04-18,East,Furniture,Corporate,4230.98,0.0,3,801.47
S100154,2025-06-08,East,Furniture,Home Office,3641.76,0.1,11,-4.68
S100155,2025-08-30,West,Technology,Home Office,4150.21,0.3,5,536.35
S100156,2025-02-16,West,Technology,Home Office,639.16,0.0,8,49.49
S100157,2025-07-23,East,Office Supplies,Corporate,3809.36,0.2,2,-370.61
S100158,2025-07-04,South,Furniture,Home Office,1653.61,0.1,7,174.38
S100159,2025-10-14,Central,Office Supplies,Consumer,4340.12,0.05,5,885.25
S100160,2025-12-30,South,Furniture,Home Office,1863.75,0.0,11,549.85
S100161,2025-08-31,West,Furniture,Corporate,290.43,0.05,9,84.97
S100162,2025-05-30,East,Office Supplies,Corporate,2083.61,0.0,11,247.69
S100163,2025-05-29,Central,Technology,Corporate,3788.75,0.05,4,605.16
S100164,2025-06-02,East,Furniture,Home Office,2514.64,0.15,8,266.98
S100165,2025-10-25,East,Technology,Consumer,3822.9,0.2,7,308.68
S100166,2025-04-28,East,Technology,Corporate,195.66,0.15,3,-11.27
S100167,2025-03-02,West,Office Supplies,Home Office,902.28,0.2,4,118.7
S100168,2025-05-03,South,Technology,Corporate,2826.77,0.0,8,868.24
S100169,2025-01-09,South,Furniture,Consumer,1938.86,0.05,2,-38.29
S100170,2025-02-08,West,Furniture,Corporate,3407.28,0.15,5,52.42
S100171,2025-02-02,East,Office Supplies,Home Office,4813.52,0.0,9,-103.45
S100172,2025-10-09,Central,Furniture,Home Office,3306.11,0.15,10,162.1
S100173,2025-09-21,South,Office Supplies,Consumer,2098.47,0.05,7,234.09
S100174,2025-09-12,South,Office Supplies,Corporate,2720.97,0.1,8,133.69
S100175,2025-06-18,East,Office Supplies,Home Office,4565.88,0.15,10,348.54
S100176,2025-09-19,Central,Office Supplies,Consumer,3371.49,0.3,3,495.94
S100177,2025-02-28,South,Technology,Consumer,4019.83,0.0,8,117.18
S100178,2025-11-25,South,Technology,Consumer,1521.56,0.15,9,274.56
S100179,2025-07-02,East,Furniture,Corporate,3726.72,0.15,9,721.18
S100180,2025-12-09,South,Furniture,Corporate,714.37,0.0,7,117.88
S100181,2025-02-25,East,Office Supplies,Consumer,3753.88,0.15,2,62.57
S100182,2025-07-01,West,Office Supplies,Consumer,4410.16,0.0,1,1307.64
S100183,2025-09-12,South,Technology,Corporate,4503.16,0.2,7,80.96
S100184,2025-06-30,South,Technology,Home Office,600.62,0.05,4,-28.95
S100185,2025-06-12,East,Technology,Consumer,4152.81,0.0,5,1.46
S100186,2025-03-02,East,Furniture,Corporate,567.48,0.0,6,158.83
S100187,2025-05-20,East,Furniture,Home Office,2402.42,0.1,9,-66.89
S100188,2025-03-29,West,Technology,Corporate,3418.96,0.05,4,338.03
S100189,2025-04-21,South,Office Supplies,Corporate,2431.56,0.1,7,419.92
S100190,2025-09-07,West,Technology,Consumer,1712.75,0.3,6,106.62
S100191,2025-08-19,Central,Furniture,Home Office,3425.43,0.3,1,314.27
S100192,2025-08-10,West,Office Supplies,Home Office,3311.18,0.2,8,41.04
S100193,2025-05-13,Central,Technology,Home Office,2922.81,0.1,6,472.6
S100194,2025-12-17,South,Office Supplies,Home Office,2651.57,0.0,3,-123.66
S100195,2025-02-01,Central,Office Supplies,Corporate,3534.58,0.1,9,49.73
S100196,2025-05-06,Central,Office Supplies,Corporate,2027.12,0.0,2,-8.65
S100197,2025-02-13,South,Technology,Home Office,362.47,0.0,3,42.93
S100198,2025-05-04,South,Furniture,Consumer,2696.52,0.05,3,-34.28
S100199,2025-12-18,South,Technology,Consumer,3622.81,0.2,8,311.06
S100200,2025-05-14,West,Furniture,Consumer,1509.82,0.2,11,-75.22
S100201,2025-11-28,Central,Office Supplies,Corporate,720.94,0.15,10,38.41
S100202,2025-06-30,South,Office Supplies,Consumer,4560.97,0.05,2,-178.81
S100203,2025-09-13,East,Office Supplies,Corporate,4321.47,0.2,1,199.33
S100204,2025-06-16,Central,Furniture,Corporate,3099.8,0.3,9,461.73
S100205,2025-04-08,West,Office Supplies,Home Office,3937.3,0.15,7,67.93
S100206,2025-10-06,South,Office Supplies,Corporate,4844.65,0.2,4,700.88
S100207,2025-12-20,Central,Office Supplies,Consumer,2854.91,0.3,10,21.74
S100208,2025-04-07,Central,Office Supplies,Home Office,1236.02,0.2,2,-37.09
S100209,2025-10-12,South,Furniture,Corporate,3201.28,0.3,2,-120.73
S100210,2025-04-06,West,Technology,Consumer,4574.68,0.05,6,207.17
S100211,2025-09-19,East,Technology,Corporate,3456.94,0.05,3,719.09
S100212,2025-10-15,South,Office Supplies,Consumer,150.68,0.05,3,1.16
S100213,2025-06-14,West,Technology,Corporate,4587.32,0.05,7,1353.76
S100214,2025-09-26,South,Technology,Home Office,3773.3,0.15,4,582.48
S100215,2025-04-10,East,Office Supplies,Consumer,2021.12,0.3,7,-3.18
S100216,2025-01-29,Central,Furniture,Home Office,4937.71,0.05,7,1494.13
S100217,2025-02-05,Central,Office Supplies,Corporate,3613.96,0.2,9,-132.57
S100218,2025-06-13,Central,Technology,Home Office,4130.7,0.0,11,959.47
S100219,2025-11-26,South,Furniture,Home Office,4716.97,0.3,7,-234.69
S100220,2025-02-16,East,Furniture,Home Office,217.1,0.15,4,21.95
S100221,2025-06-16,West,Furniture,Consumer,3876.61,0.1,7,-244.99
S100222,2025-09-14,East,Furniture,Home Office,1944.01,0.1,6,446.84
S100223,2025-03-15,Central,Technology,Corporate,4347.99,0.3,5,-63.15
S100224,2025-09-21,South,Office Supplies,Home Office,4396.9,0.1,4,584.47
S100225,2025-04-22,South,Technology,Home Office,4146.52,0.0,1,1215.32
S100226,2025-10-23,East,Furniture,Corporate,3900.42,0.15,3,-346.39
S100227,2025-07-31,South,Office Supplies,Home Office,3975.53,0.15,7,1026.35
S100228,2025-07-19,West,Furniture,Corporate,1496.83,0.2,1,116.23
S100229,2025-03-06,West,Technology,Consumer,2044.51,0.1,2,420.23
S100230,2025-06-19,West,Technology,Home Office,592.97,0.05,7,64.25
S100231,2025-11-09,South,Furniture,Corporate,4156.35,0.0,11,1046.93
S100232,2025-01-08,West,Furniture,Consumer,3237.11,0.3,2,569.11
S100233,2025-10-04,Central,Office Supplies,Consumer,3071.33,0.05,1,228.98
S100234,2025-06-29,South,Technology,Home Office,1245.47,0.1,4,229.22
S100235,2025-09-20,South,Furniture,Home Office,3082.88,0.0,1,984.95
S100236,2025-08-31,South,Technology,Home Office,2283.67,0.05,10,487.5
S100237,2025-06-07,West,Furniture,Corporate,4976.44,0.0,9,1513.06
S100238,2025-04-23,East,Furniture,Consumer,4318.08,0.1,2,817.05
S100239,2025-08-17,Central,Technology,Corporate,2639.39,0.3,2,-73.75
S100240,2025-02-21,Central,Technology,Consumer,4046.11,0.05,6,968.56
S100241,2025-08-02,Central,Technology,Consumer,839.23,0.3,5,81.02
S100242,2025-02-04,Central,Furniture,Consumer,524.97,0.15,8,-46.07
S100243,2025-08-26,East,Technology,Corporate,3160.64,0.3,11,-272.45
S100244,2025-08-18,West,Technology,Consumer,3639.39,0.15,4,-12.12
S100245,2025-01-31,East,Technology,Consumer,284.22,0.3,9,35.56
S100246,2025-10-04,East,Technology,Consumer,1020.8,0.15,4,198.99
S100247,2025-06-01,Central,Technology,Home Office,2695.59,0.2,3,510.22
S100248,2025-10-15,South,Furniture,Corporate,332.83,0.0,11,-8.36
S100249,2025-01-16,Central,Technology,Corporate,2131.78,0.3,3,-262.85
S100250,2025-03-07,Central,Technology,Corporate,2420.76,0.0,2,147.17
S100251,2025-06-30,West,Technology,Corporate,4610.61,0.05,7,854.78
S100252,2025-03-10,Central,Technology,Corporate,1592.07,0.2,7,310.36
S100253,2025-05-01,East,Technology,Home Office,859.97,0.05,6,219.29
S100254,2025-08-30,West,Technology,Home Office,57.39,0.0,1,1.54
S100255,2025-02-22,West,Office Supplies,Consumer,625.61,0.3,2,83.8
S100256,2025-09-05,South,Office Supplies,Home Office,3759.31,0.15,9,515.35
S100257,2025-02-07,South,Technology,Consumer,2235.71,0.1,2,580.29
S100258,2025-03-05,Central,Technology,Consumer,1009.65,0.05,4,221.41
S100259,2025-08-03,South,Furniture,Corporate,4666.48,0.2,9,368.29
S100260,2025-10-17,West,Office Supplies,Corporate,3941.94,0.05,4,879.51
S100261,2025-03-04,East,Office Supplies,Home Office,589.54,0.15,4,8.29
S100262,2025-04-20,South,Office Supplies,Home Office,1359.41,0.0,11,327.45
S100263,2025-12-04,West,Technology,Consumer,4250.22,0.05,9,945.1
S100264,2025-12-28,Central,Furniture,Corporate,3468.31,0.0,8,924.05
S100265,2025-08-01,West,Furniture,Home Office,4728.82,0.05,3,108.86
S100266,2025-06-13,East,Furniture,Home Office,399.72,0.1,4,92.25
S100267,2025-05-07,East,Office Supplies,Corporate,3881.55,0.2,7,-210.06
S100268,2025-08-12,East,Technology,Corporate,400.53,0.2,10,67.66
S100269,2025-08-04,South,Furniture,Corporate,1696.58,0.15,6,414.08
S100270,2025-04-18,South,Technology,Consumer,3758.33,0.3,9,-513.97
S100271,2025-01-09,Central,Technology,Corporate,3560.83,0.1,4,528.04
S100272,2025-02-25,Central,Technology,Home Office,30.55,0.1,5,4.91
S100273,2025-12-16,West,Office Supplies,Consumer,1025.68,0.15,7,206.78
S100274,2025-06-02,West,Furniture,Home Office,3897.3,0.05,7,-111.55
S100275,2025-06-26,West,Office Supplies,Consumer,648.21,0.1,2,164.1
S100276,2025-06-20,South,Office Supplies,Consumer,1645.37,0.3,5,358.2
S100277,2025-10-13,West,Furniture,Home Office,935.77,0.1,10,154.73
S100278,2025-01-24,East,Office Supplies,Corporate,575.04,0.3,6,5.22
S100279,2025-01-31,South,Technology,Corporate,4186.4,0.2,9,495.21
S100280,2025-04-11,Central,Office Supplies,Corporate,325.48,0.05,10,-15.11
S100281,2025-06-27,Central,Technology,Corporate,2689.53,0.1,4,525.24
S100282,2025-09-02,West,Furniture,Corporate,3469.5,0.1,3,-199.31
S100283,2025-06-29,Central,Office Supplies,Home Office,306.8,0.3,7,-9.4
S100284,2025-06-11,Central,Office Supplies,Corporate,3174.47,0.1,6,-100.81
S100285,2025-12-09,East,Technology,Consumer,1683.65,0.1,10,311.98
S100286,2025-02-28,Central,Office Supplies,Consumer,4171.06,0.2,3,430.75
S100287,2025-07-28,South,Technology,Corporate,3992.34,0.3,5,433.99
S100288,2025-07-17,East,Office Supplies,Corporate,3973.65,0.15,1,-302.44
S100289,2025-06-22,East,Furniture,Corporate,2005.34,0.3,4,-25.97
S100290,2025-10-22,East,Technology,Consumer,4116.29,0.0,7,412.79
S100291,2025-04-08,South,Office Supplies,Consumer,3157.31,0.3,9,230.13
S100292,2025-12-15,West,Office Supplies,Consumer,1905.84,0.05,10,-54.9
S100293,2025-05-02,South,Technology,Home Office,421.74,0.2,1,51.79
S100294,2025-07-18,South,Technology,Corporate,352.76,0.15,10,16.24
S100295,2025-07-10,East,Technology,Home Office,1271.98,0.15,8,299.16
S100296,2025-11-07,Central,Furniture,Corporate,1511.93,0.0,3,176.03
S100297,2025-06-10,South,Furniture,Consumer,4639.09,0.15,3,-288.71
S100298,2025-04-14,South,Office Supplies,Corporate,4999.69,0.0,9,-58.7
S100299,2025-01-08,East,Office Supplies,Home Office,735.5,0.15,8,-4.35
S100300,2025-05-13,West,Technology,Corporate,4714.99,0.1,3,25.45
S100301,2025-10-29,Central,Furniture,Consumer,3538.57,0.05,5,807.17
S100302,2025-01-04,West,Office Supplies,Consumer,2503.07,0.1,10,460.44
S100303,2025-11-24,West,Office Supplies,Home Office,4774.34,0.05,1,-182.85
S100304,2025-07-18,South,Technology,Consumer,3574.19,0.0,6,947.27
S100305,2025-02-21,East,Technology,Home Office,2976.4,0.0,10,-42.96
S100306,2025-04-21,Central,Technology,Home Office,1063.44,0.1,1,220.5
S100307,2025-07-22,West,Furniture,Consumer,1237.33,0.2,7,-93.26
S100308,2025-04-26,West,Furniture,Corporate,4559.28,0.15,7,178.96
S100309,2025-02-09,West,Furniture,Corporate,1090.89,0.0,4,248.55
S100310,2025-09-01,East,Technology,Home Office,180.88,0.1,6,1.9
S100311,2025-09-03,West,Furniture,Home Office,1345.81,0.15,8,-78.15
S100312,2025-02-13,East,Technology,Consumer,2413.17,0.05,4,541.99
S100313,2025-04-13,East,Furniture,Consumer,1922.18,0.0,6,395.32
S100314,2025-03-31,Central,Technology,Home Office,4680.3,0.05,6,1231.4
S100315,2025-08-29,Central,Office Supplies,Corporate,2104.5,0.0,1,394.33
S100316,2025-09-24,East,Furniture,Consumer,4447.48,0.05,3,-174.81
S100317,2025-09-23,East,Technology,Corporate,2981.42,0.15,8,406.35
S100318,2025-12-09,West,Office Supplies,Consumer,2630.14,0.2,6,493.57
S100319,2025-10-08,East,Office Supplies,Consumer,817.77,0.3,11,-97.35
S100320,2025-04-28,South,Technology,Home Office,1369.74,0.2,10,-91.03
S100321,2025-02-09,South,Technology,Consumer,4338.49,0.1,3,726.12
S100322,2025-08-13,East,Technology,Home Office,3904.19,0.3,11,557.49
S100323,2025-12-01,South,Furniture,Consumer,2248.17,0.3,10,-43.47
S100324,2025-12-22,Central,Furniture,Consumer,4546.93,0.1,5,858.07
S100325,2025-03-26,West,Furniture,Home Office,4099.51,0.0,7,48.89
S100326,2025-03-28,South,Furniture,Consumer,578.18,0.1,4,46.8
S100327,2025-01-14,East,Furniture,Corporate,3037.53,0.1,1,587.51
S100328,2025-02-21,Central,Technology,Corporate,3998.24,0.2,3,-172.09
S100329,2025-07-22,Central,Technology,Corporate,4045.55,0.0,9,319.97
S100330,2025-07-19,East,Office Supplies,Corporate,474.88,0.15,7,63.04
S100331,2025-05-16,Central,Office Supplies,Consumer,1138.56,0.05,5,69.85
S100332,2025-04-24,Central,Office Supplies,Consumer,2076.94,0.1,6,498.68
S100333,2025-10-30,East,Office Supplies,Consumer,1273.12,0.0,9,387.01
S100334,2025-06-17,East,Furniture,Consumer,562.51,0.15,8,77.43
S100335,2025-10-23,Central,Office Supplies,Corporate,3151.43,0.0,7,754.73
S100336,2025-12-18,West,Office Supplies,Corporate,2547.22,0.3,6,472.45
S100337,2025-04-26,West,Office Supplies,Consumer,791.85,0.2,1,113.25
S100338,2025-03-15,South,Technology,Consumer,2940.18,0.3,4,400.24
S100339,2025-12-14,East,Technology,Home Office,328.83,0.15,2,-23.12
S100340,2025-08-20,Central,Furniture,Consumer,1927.54,0.3,9,298.37
S100341,2025-04-17,Central,Furniture,Corporate,3966.74,0.05,4,138.53
S100342,2025-08-15,South,Office Supplies,Home Office,4452.45,0.0,3,-105.98
S100343,2025-07-07,Central,Technology,Home Office,1241.27,0.3,6,84.54
S100344,2025-11-27,Central,Office Supplies,Home Office,4300.35,0.15,6,-69.19
S100345,2025-04-04,South,Office Supplies,Corporate,4460.95,0.2,11,-388.65
S100346,2025-12-28,South,Office Supplies,Corporate,3042.27,0.05,2,483.33
S100347,2025-12-08,West,Technology,Home Office,4911.25,0.1,10,-230.19
S100348,2025-03-07,Central,Technology,Home Office,1245.96,0.2,3,263.65
S100349,2025-03-02,West,Technology,Consumer,363.49,0.1,9,100.07
S100350,2025-07-14,South,Office Supplies,Home Office,4220.35,0.0,6,941.69
S100351,2025-01-17,West,Office Supplies,Home Office,2464.83,0.05,6,98.02
S100352,2025-04-20,West,Furniture,Home Office,1745.34,0.1,8,217.83
S100353,2025-06-08,West,Technology,Consumer,295.06,0.2,2,-31.0
S100354,2025-12-20,Central,Furniture,Corporate,341.83,0.1,9,50.11
S100355,2025-12-29,West,Office Supplies,Consumer,471.77,0.1,9,6.74
S100356,2025-02-25,West,Furniture,Consumer,934.54,0.15,3,63.88
S100357,2025-11-22,Central,Technology,Corporate,4852.6,0.0,1,78.52
S100358,2025-02-03,South,Furniture,Consumer,1421.39,0.15,8,376.7
S100359,2025-10-01,Central,Furniture,Consumer,4088.9,0.05,2,41.22
